Order ID,Order Date,Ship Date,Customer Segment,Region,State,Category,Sub-Category,Quantity,Sales,Discount,Discounted Sales,Shipping Cost,Profit
ORD-1204,2024-11-19,2024-11-23,Consumer,North,Wisconsin,Office Supplies,Pens & Art,6,2809.91,0.2,2247.93,7.02,-2.11
ORD-1205,2023-06-02,2023-06-07,Corporate,South,Florida,Technology,Printers,9,6836.3,0.35,4443.6,20.49,-2361.25
ORD-1206,2023-11-23,2023-11-29,Corporate,Central,Kansas,Technology,Accessories,7,2348.38,0.0,2348.38,17.34,511.44
ORD-1207,2022-11-18,2022-11-23,Consumer,West,Washington,Technology,Accessories,7,5422.99,0.1,4880.69,19.28,384.67
ORD-1208,2023-12-03,2023-12-08,Corporate,South,Texas,Technology,Accessories,9,5254.19,0.0,5254.19,13.25,1151.95
ORD-1209,2024-11-24,2024-11-28,Home Office,Central,Indiana,Technology,Laptops,11,4990.67,0.05,4741.14,15.23,232.49
ORD-1210,2023-11-08,2023-11-11,Consumer,East,New York,Technology,Phones,12,5873.46,0.0,5873.46,17.6,523.33
ORD-1211,2023-08-10,2023-08-17,Corporate,Central,Kansas,Furniture,Tables,5,1486.61,0.45,817.64,43.1,-577.1
ORD-1212,2024-06-28,2024-07-04,Corporate,West,Oregon,Technology,Accessories,4,2387.53,0.0,2387.53,15.89,520.49
ORD-1213,2022-03-13,2022-03-20,Home Office,Central,Indiana,Furniture,Bookcases,10,6691.9,0.05,6357.3,45.59,494.91
ORD-1214,2023-03-06,2023-03-12,Corporate,East,Massachusetts,Furniture,Tables,3,1741.34,0.45,957.74,34.81,-671.28
ORD-1215,2023-11-05,2023-11-07,Home Office,North,Minnesota,Technology,Laptops,14,7141.41,0.0,7141.41,21.51,850.52
ORD-1216,2024-09-20,2024-09-26,consumer,South,Texas,Furniture,Bookcases,15,5914.73,0.05,5618.99,29.86,440.56
ORD-1217,2024-10-10,2024-10-13,Corporate,Central,Colorado,Technology,Laptops,1,409.24,0.15,347.85,21.09,-37.63
ORD-1218,2024-03-09,2024-03-13,Consumer,North,Wisconsin,Office Supplies,Paper,14,4105.31,0.2,3284.25,5.87,-724.3
ORD-1219,2022-05-21,2022-05-26,Corporate,West,Washington,Office Supplies,Paper,14,7352.34,0.0,7352.34,4.59,439.76
ORD-1220,2022-10-16,2022-10-18,Home Office,West,California,Furniture,Chairs,14,4978.67,0.2,3982.94,39.14,-449.87
ORD-1221,2022-07-03,2022-07-05,Consumer,Central,Colorado,Technology,Phones,11,8157.42,0.1,7341.68,19.7,-372.99
ORD-1222,2024-03-27,2024-03-30,Corporate,South,Louisiana,Technology,Phones,7,5209.17,0.0,5209.17,14.65,464.43
ORD-1223,2024-06-05,2024-06-12,Corporate,Central,Missouri,Office Supplies,Labels,13,10282.42,0.15,8740.06,4.53,785.25
ORD-1224,2023-11-20,2023-11-24,Consumer,East,Pennsylvania,Technology,Monitors,13,6459.49,0.1,5813.54,17.6,-237.82
ORD-1225,2024-04-13,2024-04-15,Home Office,North,North Dakota,Furniture,Tables,7,1125.63,0.2,900.5,48.82,-320.82
ORD-1226,2023-04-23,2023-04-27,Corporate,Central,Ohio,Technology,Laptops,13,6663.96,0.15,5664.37,17.51,-515.05
ORD-1227,2023-06-04,2023-06-10,Consumer,North,North Dakota,Technology,Accessories,3,250.58,0.05,238.05,18.26,30.23
ORD-1228,2022-06-20,2022-06-24,Corporate,Central,Ohio,Technology,Laptops,10,6307.84,0.2,5046.27,17.45,-812.64
ORD-1229,2022-09-22,2022-09-27,Corporate,West,Washington,Technology,Printers,7,1036.41,0.4,621.85,16.39,-378.03
ORD-1230,2023-07-26,2023-07-31,Consumer,South,Georgia,Technology,Monitors,2,596.97,0.0,596.97,21.68,53.19
ORD-1231,2022-03-13,2022-03-17,Home Office,Central,Ohio,Technology,Monitors,6,4054.0,0.05,3851.3,,108.72
ORD-1232,2024-05-23,2024-05-27,Corporate,West,Washington,Furniture,Storage,4,1564.09,0.0,1564.09,57.76,186.0
ORD-1233,2023-11-13,2023-11-19,Home Office,East,Connecticut,Office Supplies,Envelopes,5,3279.74,0.05,3115.75,5.73,403.33
ORD-1234,2024-01-15,2024-01-22,Home Office,South,Louisiana,Office Supplies,Paper,12,2154.89,0.2,1723.91,5.42,-380.89
ORD-1235,2022-09-09,2022-09-11,Corporate,North,Wisconsin,Office Supplies,Envelopes,11,1496.03,0.05,1421.23,7.51,182.51
ORD-1236,2024-08-14,2024-08-20,consumer,West,Arizona,Furniture,Storage,9,394.75,0.0,394.75,50.03,36.31
ORD-1237,2023-10-06,2023-10-13,Home Office,Central,Indiana,Technology,Laptops,11,5455.47,0.1,4909.92,,-105.7
ORD-1238,2022-02-17,2022-02-20,Corporate,West,California,Furniture,Chairs,12,5067.07,0.1,4560.36,49.62,121.92
ORD-1239,2022-10-12,2022-10-14,Corporate,West,Nevada,Furniture,Tables,1,393.98,0.4,236.39,41.63,-159.05
ORD-1240,2022-05-17,2022-05-24,Home Office,North,Michigan,Technology,Accessories,8,2307.33,0.0,2307.33,18.12,502.18
ORD-1241,2022-11-01,2022-11-04,Corporate,West,California,Technology,Accessories,14,3980.43,0.0,3980.43,21.13,869.36
ORD-1242,2023-05-15,2023-05-22,Home Office,South,Florida,Technology,Printers,4,2564.95,0.35,1667.22,14.95,-888.11
ORD-1243,2023-07-13,2023-07-20,Corporate,West,Washington,Technology,Printers,1,568.22,0.35,369.34,16.11,-200.58
ORD-1244,2022-06-15,2022-06-22,Home Office,North,Wisconsin,Technology,Printers,2,441.89,0.45,243.04,19.25,-168.61
ORD-1245,2023-09-12,2023-09-19,Home Office,East,Massachusetts,Furniture,Storage,14,5241.89,0.0,5241.89,53.32,665.45
ORD-1246,2022-05-10,2022-05-15,Home Office,East,Pennsylvania,Office Supplies,Binders,2,317.38,0.15,269.77,4.79,9.35
ORD-1247,2023-07-21,2023-07-26,Home Office,West,Arizona,Technology,Printers,9,5034.1,0.35,3272.17,19.59,-1740.13
ORD-1248,2023-09-01,2023-09-07,Consumer,East,Massachusetts,Technology,Accessories,8,977.44,0.2,781.95,17.44,-52.15
ORD-1249,2023-06-16,2023-06-19,Home Office,Central,Kansas,Furniture,Tables,3,239.69,0.3,167.78,52.8,-96.37
ORD-1250,2023-05-19,2023-05-21,Consumer,East,Connecticut,Furniture,Desks,12,7457.4,0.45,4101.57,45.56,-2269.53
ORD-1251,2022-08-25,2022-08-27,Consumer,Central,Missouri,Furniture,Storage,12,4337.67,0.0,4337.67,58.5,546.35
ORD-1252,2022-05-15,2022-05-18,Corporate,South,Georgia,Technology,Monitors,14,11133.59,0.2,8906.87,22.83,-1610.09
ORD-1253,2022-03-26,2022-03-30,Home Office,Central,Kansas,Furniture,Storage,4,2614.48,0.2,2091.58,31.15,-323.08
ORD-1254,2024-05-10,2024-05-17,Corporate,Central,Indiana,Office Supplies,Labels,5,2322.99,0.2,1858.39,6.36,35.26
ORD-1255,2022-12-23,2022-12-26,Consumer,North,Michigan,Furniture,Chairs,14,1668.27,0.0,1668.27,50.32,268.51
ORD-1256,2023-09-15,2023-09-22,Corporate,West,Oregon,Technology,Printers,2,1024.8,0.3,717.36,17.68,-335.29
ORD-1257,2022-05-28,2022-06-02,Home Office,East,Massachusetts,Furniture,Tables,13,8840.34,0.3,6188.24,50.89,-2985.62
ORD-1258,2022-12-16,2022-12-22,Consumer,East,Pennsylvania,Office Supplies,Envelopes,5,1342.25,0.0,1342.25,5.62,266.76
ORD-1259,2024-01-26,2024-01-29,Home Office,South,Texas,Furniture,Bookcases,14,5260.8,0.0,5260.8,56.73,772.1
ORD-1260,2022-12-21,2022-12-25,Corporate,West,Washington,Technology,Monitors,5,698.99,0.0,698.99,13.78,65.77
ORD-1261,2023-06-24,2023-07-01,Consumer,East,New York,Furniture,Desks,12,7294.29,0.45,4011.86,48.67,-2221.12
ORD-1262,2022-02-17,2022-02-19,Consumer,North,Minnesota,Technology,Monitors,11,4008.15,0.0,4008.15,21.36,394.41
ORD-1263,2022-04-24,2022-04-28,Home Office,West,California,Technology,Monitors,13,1240.27,0.0,1240.27,17.23,118.86
ORD-1264,2022-08-20,2022-08-27,Corporate,South,Texas,Technology,Phones,-11,1582.15,0.0,1582.15,21.7,135.88
ORD-1265,2022-02-05,2022-02-10,Corporate,South,Florida,Office Supplies,Envelopes,13,1451.82,0.15,1234.05,5.81,-14.08
ORD-1266,2024-04-20,2024-04-22,Consumer,East,New York,Technology,Accessories,12,5903.53,0.2,4722.82,24.46,-290.71
ORD-1267,2023-03-10,2023-03-15,Consumer,East,Connecticut,Office Supplies,Labels,11,636.2,0.2,508.96,8.21,7.72
ORD-1268,2022-02-12,2022-02-18,Consumer,West,Nevada,Technology,Monitors,15,3951.47,0.05,3753.9,23.45,105.58
ORD-1269,2022-12-01,2022-12-03,Corporate,West,Arizona,Office Supplies,Paper,10,680.13,0.0,680.13,5.11,39.27
ORD-1270,2023-07-03,2023-07-05,Home Office,West,Arizona,Furniture,Storage,11,4798.24,0.1,4318.42,33.89,-53.35
ORD-1271,2023-08-19,2023-08-21,Consumer,East,Pennsylvania,Office Supplies,Paper,11,6755.44,0.15,5742.12,7.06,-863.44
ORD-1272,2023-04-04,2023-04-11,Home Office,East,New York,Furniture,Desks,8,3965.22,0.3,2775.65,38.49,-955.27
ORD-1273,2023-03-17,2023-03-21,Consumer,South,Texas,Technology,Phones,9,5666.8,0.15,4816.78,15.87,-582.77
ORD-1274,2023-05-09,2023-05-16,Home Office,South,Texas,Furniture,Chairs,9,586.26,0.15,498.32,58.07,-37.35
ORD-1275,2024-01-06,2024-01-12,Corporate,North,Michigan,Furniture,Storage,6,830.93,0.2,664.74,32.43,-109.44
ORD-1276,2022-01-08,2022-01-11,Consumer,North,Minnesota,Office Supplies,Labels,1,385.34,0.05,366.07,8.06,81.78
ORD-1277,2023-05-24,2023-05-26,Home Office,North,Wisconsin,Office Supplies,Envelopes,6,1367.62,0.0,1367.62,6.6,271.54
ORD-1278,2022-11-13,2022-11-17,Home Office,Central,Indiana,Technology,Phones,2,1406.88,0.2,1125.5,16.16,-218.69
ORD-1279,2023-06-19,2023-06-23,Consumer,East,New York,Office Supplies,Envelopes,13,3296.39,0.1,2966.75,5.22,176.44
ORD-1280,2023-03-01,2023-03-03,Corporate,Central,Indiana,Technology,Printers,4,1760.45,0.3,1232.32,24.58,-574.24
ORD-1281,2022-03-14,2022-03-16,Home Office,West,California,Office Supplies,Pens & Art,8,6156.24,0.0,6156.24,7.19,1721.59
ORD-1282,2024-07-03,2024-07-08,Consumer,North,Michigan,Office Supplies,Envelopes,10,900.28,0.0,900.28,6.88,177.99
ORD-1283,2022-10-08,2022-10-13,Home Office,North,North Dakota,Office Supplies,Binders,5,1099.39,0.0,1099.39,8.09,272.42
ORD-1284,2022-02-05,2022-02-08,Corporate,East,Pennsylvania,Furniture,Bookcases,13,8054.35,0.0,8054.35,33.97,1197.96
ORD-1285,2022-08-15,2022-08-22,Corporate,West,California,Furniture,Tables,5,1893.64,0.3,1325.55,32.06,-645.88
ORD-1286,2023-03-05,2023-03-07,Home Office,East,New York,Office Supplies,Labels,2,1146.52,0.0,1146.52,5.86,342.2
ORD-1287,2024-11-24,2024-11-27,Corporate,East,Massachusetts,Technology,Laptops,9,1900.21,0.05,1805.2,13.88,86.1
ORD-1288,2023-03-12,2023-03-18,Consumer,North,Wisconsin,Technology,Phones,11,5607.62,0.15,4766.48,13.66,-576.08
ORD-1289,2023-12-26,2023-12-30,Consumer,East,Pennsylvania,Technology,Laptops,3,261.61,0.2,209.29,23.05,-40.4
ORD-1290,2023-12-27,2024-01-01,Consumer,North,Wisconsin,Furniture,Chairs,12,3900.89,0.0,3900.89,40.65,650.96
ORD-1291,2022-04-02,2022-04-07,Corporate,South,Georgia,Technology,Phones,10,5010.54,0.0,5010.54,20.76,444.72
ORD-1292,2022-04-14,2022-04-21,Home Office,West,California,Furniture,Chairs,4,2077.93,0.2,1662.34,44.86,-196.32
ORD-1293,2023-08-12,2023-08-15,Consumer,Central,Kansas,Furniture,Bookcases,15,6885.54,0.0,6885.54,40.82,1020.58
ORD-1294,2023-12-02,2023-12-08,Corporate,North,Minnesota,Office Supplies,Paper,13,10313.58,0.1,9282.22,5.7,-744.29
ORD-1295,2024-04-02,2024-04-07,Consumer,South,Florida,Technology,Phones,13,10363.18,0.0,10363.18,19.85,926.73
ORD-1296,2024-05-23,2024-05-27,Consumer,East,Connecticut,Technology,Phones,6,4394.85,0.0,4394.85,21.46,389.1
ORD-1297,2023-11-18,2023-11-21,Home Office,Central,Indiana,Technology,Printers,5,764.06,0.3,534.84,13.74,-250.15
ORD-1298,2024-01-07,2024-01-11,Consumer,Central,Kansas,Technology,Printers,13,1526.65,0.35,992.32,24.18,-533.18
ORD-1299,2024-11-28,2024-12-05,Consumer,North,Wisconsin,Technology,Printers,6,4614.23,0.4,2768.54,21.48,-1667.57
ORD-1300,2022-05-24,2022-05-27,Home Office,West,Oregon,Technology,Accessories,7,4456.17,0.05,4233.36,20.78,628.77
ORD-1301,2022-10-13,2022-10-20,Home Office,Central,Indiana,Office Supplies,Pens & Art,5,2955.93,0.0,2955.93,4.73,826.24
ORD-1302,2024-01-11,2024-01-17,Home Office,North,Illinois,Office Supplies,Envelopes,15,9748.7,0.1,8773.83,5.13,524.89
ORD-1303,2023-04-06,2023-04-13,Corporate,North,Minnesota,Technology,Accessories,11,7809.74,0.0,7809.74,22.95,1711.26
ORD-1304,2022-04-12,2022-04-17,Corporate,East,Pennsylvania,Technology,Accessories,5,3164.05,0.15,2689.44,12.62,23.11
ORD-1305,2023-08-12,2023-08-18,Home Office,West,Arizona,Furniture,Desks,9,2786.83,0.45,1532.76,52.59,-858.8
ORD-1306,2023-05-09,2023-05-12,Consumer,South,Texas,Furniture,Chairs,2,146.49,0.0,146.49,55.51,8.25
ORD-1307,2023-12-23,2023-12-28,Home Office,North,Illinois,Technology,Accessories,1,353.59,0.15,300.55,14.68,-1.4
ORD-1308,2023-12-23,2023-12-30,Consumer,South,Florida,Technology,Accessories,9,5236.2,0.15,4450.77,19.41,38.68
ORD-1309,2024-06-27,2024-06-29,Corporate,East,New York,Technology,Laptops,8,1084.54,0.0,1084.54,12.65,126.35
ORD-1310,2022-03-07,2022-03-09,Home Office,East,Massachusetts,Office Supplies,Labels,3,1547.94,0.0,1547.94,6.19,462.52
ORD-1311,2024-02-13,2024-02-18,Corporate,East,New Jersey,Furniture,Tables,3,918.75,0.45,505.31,40.26,-360.74
ORD-1312,2023-04-19,2023-04-23,Corporate,North,Michigan,Furniture,Tables,1,133.64,0.3,93.55,31.92,-54.48
ORD-1313,2023-01-27,2023-02-01,CORPORATE,Central,Colorado,Office Supplies,Paper,9,3092.64,0.1,2783.38,7.09,-224.8
ORD-1314,2024-06-02,2024-06-09,Consumer,Central,Ohio,Furniture,Bookcases,9,4170.67,0.1,3753.6,52.93,21.66
ORD-1315,2022-12-07,2022-12-14,Consumer,Central,Indiana,Technology,Monitors,13,2161.77,0.0,2161.77,17.93,210.8
ORD-1316,2024-04-26,2024-04-30,Consumer,West,Nevada,Office Supplies,Paper,2,166.63,0.1,149.97,5.87,-13.76
ORD-1317,2023-09-04,2023-09-06,Home Office,East,Connecticut,Furniture,Chairs,7,927.28,0.1,834.55,46.69,11.03
ORD-1318,2023-12-09,2023-12-11,Home Office,North,Illinois,Technology,Accessories,7,3703.06,0.1,3332.75,20.27,260.54
ORD-1319,2024-09-13,2024-09-15,Corporate,South,Louisiana,Furniture,Desks,1,325.7,0.4,195.42,49.7,-108.71
ORD-1320,2023-11-10,2023-11-12,Corporate,West,Oregon,Furniture,Chairs,5,3383.17,0.2,2706.54,49.87,-312.68
ORD-1321,2023-04-20,2023-04-25,Consumer,South,Georgia,Furniture,Tables,11,935.99,0.45,514.79,35.61,-365.89
ORD-1322,2022-11-10,2022-11-16,Home Office,West,Nevada,Furniture,Chairs,12,4954.01,0.0,4954.01,52.35,826.48
ORD-1323,2022-11-02,2022-11-06,Consumer,Central,Indiana,Technology,Phones,8,437.51,0.0,437.51,21.48,32.93
ORD-1324,2022-10-12,2022-10-17,Corporate,East,New York,Office Supplies,Envelopes,8,3850.59,0.0,3850.59,8.23,767.65
ORD-1325,2023-11-24,2023-11-26,Home Office,Central,Indiana,Furniture,Bookcases,14,7780.47,0.0,7780.47,30.21,1158.01
ORD-1326,2023-10-21,2023-10-28,Home Office,South,Florida,Technology,Phones,7,2925.48,0.2,2340.38,22.43,-451.4
ORD-1327,2022-11-09,2022-11-16,Corporate,North,Illinois,Technology,Phones,10,6469.92,0.0,6469.92,21.58,575.82
ORD-1328,2023-04-10,2023-04-12,Corporate,East,Massachusetts,Furniture,Bookcases,11,4660.71,0.1,4194.64,41.08,29.62
ORD-1329,2024-10-10,2024-10-14,Home Office,North,Illinois,Office Supplies,Pens & Art,5,2761.32,0.05,2623.25,4.47,549.54
ORD-1330,2022-03-02,2022-03-09,Corporate,East,Pennsylvania,Furniture,Bookcases,13,8943.9,0.2,7155.12,,-944.28
ORD-1331,2023-12-14,2023-12-20,Home Office,East,Massachusetts,Technology,Laptops,7,2238.57,0.0,2238.57,19.95,262.64
ORD-1332,2023-09-22,2023-09-29,Corporate,South,Louisiana,Office Supplies,Paper,6,2479.45,0.2,1983.56,4.91,-437.86
ORD-1333,2023-02-24,2023-02-28,Consumer,Central,Kansas,Furniture,Chairs,13,5899.92,0.0,5899.92,57.24,985.81
ORD-1334,2023-07-12,2023-07-17,Consumer,North,Michigan,Furniture,Desks,5,2373.36,0.45,1305.35,54.43,-734.27
ORD-1335,2022-02-17,2022-02-22,Home Office,North,Illinois,Office Supplies,Labels,2,1391.97,0.05,1322.37,6.43,302.22
ORD-1336,2024-06-15,2024-06-17,Consumer,North,Michigan,Technology,Phones,3,790.08,0.15,671.57,14.87,-85.05
ORD-1337,2022-09-15,2022-09-18,Corporate,West,Oregon,Office Supplies,Paper,5,896.83,0.2,717.46,4.91,-159.31
ORD-1338,2023-09-14,2023-09-21,Consumer,West,Arizona,Technology,Printers,8,2527.23,0.3,1769.06,19.33,-819.57
ORD-1339,2022-01-21,2022-01-25,Consumer,East,Pennsylvania,Furniture,Storage,12,2523.91,0.15,2145.32,55.18,-188.18
ORD-1340,2022-05-27,2022-06-02,Consumer,South,Louisiana,Furniture,Storage,1,249.09,0.0,249.09,42.8,19.54
ORD-1341,2023-05-12,2023-05-15,Home Office,Central,Indiana,Furniture,Tables,13,2117.89,0.45,1164.84,29.96,-812.73
ORD-1342,2022-08-12,2022-08-19,Consumer,South,Louisiana,Office Supplies,Binders,12,6308.09,0.0,6308.09,5.78,1575.29
ORD-1343,2024-12-04,2024-12-09,Home Office,East,Connecticut,Office Supplies,Binders,11,7384.9,0.0,7384.9,7.1,1844.09
ORD-1344,2022-07-07,2022-07-14,Corporate,West,Oregon,Technology,Printers,12,6639.67,0.3,4647.77,16.39,-2142.89
ORD-1345,2022-09-14,2022-09-16,Home Office,North,Illinois,Office Supplies,Pens & Art,14,10085.85,0.1,9077.27,7.22,1268.65
ORD-1346,2023-09-27,2023-10-01,Consumer,East,Pennsylvania,Technology,Monitors,9,7010.09,0.0,7010.09,21.46,694.57
ORD-1347,2023-10-11,2023-10-13,Consumer,South,Florida,Office Supplies,Envelopes,4,68.6,0.15,58.31,4.57,-1.95
ORD-1348,2022-11-24,2022-11-29,Home Office,Central,Ohio,Furniture,Desks,12,1134.16,0.4,680.5,48.34,-341.14
ORD-1349,2022-11-28,2022-12-05,Corporate,East,New York,Furniture,Chairs,5,1488.84,0.15,1265.51,38.59,-62.2
ORD-1350,2022-10-11,2022-10-18,Consumer,North,Wisconsin,Technology,Laptops,6,4303.23,0.1,3872.91,15.98,-82.25
ORD-1351,2023-06-09,2023-06-16,Corporate,North,Minnesota,Furniture,Desks,14,4449.01,0.45,2446.96,52.92,-1361.7
ORD-1352,2024-02-16,2024-02-21,Consumer,South,Florida,Technology,Laptops,13,6001.07,0.05,5701.02,14.88,280.59
ORD-1353,2022-12-14,2022-12-16,home office,East,Massachusetts,Technology,Phones,8,408.71,0.0,408.71,20.85,30.53
ORD-1354,2024-12-28,2024-12-30,Home Office,Central,Indiana,Office Supplies,Labels,6,2534.96,0.15,2154.72,7.14,191.78
ORD-1355,2024-05-21,2024-05-27,Home Office,West,Arizona,Office Supplies,Paper,7,921.86,0.2,737.49,6.55,-164.21
ORD-1356,2023-11-28,2023-12-02,Consumer,North,Illinois,Office Supplies,Paper,3,221.31,0.05,210.24,5.55,-3.77
ORD-1357,2023-10-27,2023-11-01,Consumer,East,Connecticut,Office Supplies,Paper,4,307.53,0.05,292.15,7.57,-5.19
ORD-1358,2024-12-21,2024-12-27,Corporate,North,Minnesota,Furniture,Bookcases,1,95.58,0.05,90.8,30.45,-1.87
ORD-1359,2024-12-07,2024-12-09,Consumer,North,Michigan,Office Supplies,Labels,11,5963.18,0.0,5963.18,5.73,1787.23
ORD-1360,2024-09-22,2024-09-29,Corporate,South,Louisiana,Furniture,Storage,6,3461.95,0.0,3461.95,32.26,440.38
ORD-1361,2023-08-23,2023-08-30,Consumer,South,Georgia,Furniture,Bookcases,2,101.87,0.0,101.87,43.88,2.12
ORD-1362,2023-03-07,2023-03-09,Consumer,West,Washington,Furniture,Storage,8,5298.2,0.0,5298.2,50.47,673.62
ORD-1363,2023-11-15,2023-11-20,Consumer,West,California,Office Supplies,Labels,11,5253.75,0.1,4728.38,4.77,755.11
ORD-1364,2024-12-16,2024-12-19,Home Office,North,Illinois,Office Supplies,Binders,15,6210.62,0.0,6210.62,7.11,1550.52
ORD-1365,2024-12-13,2024-12-17,Consumer,South,Louisiana,Furniture,Storage,7,5487.36,0.15,4664.26,51.81,-388.68
ORD-1366,2024-03-23,2024-03-29,Corporate,West,Washington,Furniture,Tables,15,9037.73,0.4,5422.64,54.19,-3378.29
ORD-1367,2024-03-23,2024-03-30,Home Office,East,Pennsylvania,Office Supplies,Labels,5,2769.95,0.15,2354.46,4.76,210.47
ORD-1368,2024-11-16,2024-11-23,Home Office,South,Texas,Office Supplies,Pens & Art,10,4629.51,0.15,3935.08,7.18,273.3
ORD-1369,2023-02-05,2023-02-08,Corporate,Central,Colorado,Furniture,Chairs,1,541.15,0.0,541.15,37.25,80.82
ORD-1370,2023-10-07,2023-10-09,Home Office,East,New York,Furniture,Desks,13,5717.66,0.4,3430.6,53.33,-1662.69
ORD-1371,2024-10-13,2024-10-17,Home Office,Central,Indiana,Office Supplies,Labels,4,1664.3,0.2,1331.44,7.56,24.36
ORD-1372,2022-12-01,2022-12-06,Corporate,North,Michigan,Furniture,Tables,12,2547.63,0.2,2038.1,54.94,-709.44
ORD-1373,2024-08-07,2024-08-10,Home Office,South,Louisiana,Office Supplies,Pens & Art,13,7592.75,0.0,7592.75,5.44,2124.34
ORD-1374,2023-06-09,2023-06-13,Consumer,North,Minnesota,Technology,Printers,9,2001.85,0.35,1301.2,19.96,-695.62
ORD-1375,2023-03-20,2023-03-24,Corporate,North,Minnesota,Furniture,Desks,1,622.32,0.2,497.86,54.19,-115.83
ORD-1376,2023-11-17,2023-11-23,Home Office,West,California,Office Supplies,Pens & Art,4,3064.94,0.1,2758.45,4.49,384.84
ORD-1377,2022-02-07,2022-02-13,Corporate,South,Alabama,Office Supplies,Labels,11,3030.81,0.0,3030.81,5.43,907.61
ORD-1378,2023-10-08,2023-10-10,Corporate,Central,Ohio,Office Supplies,Binders,15,7787.66,0.1,7008.89,5.22,769.41
ORD-1379,2023-08-01,2023-08-07,Corporate,East,New Jersey,Technology,Monitors,15,6311.12,0.2,5048.9,17.32,-914.0
ORD-1380,2022-05-04,2022-05-06,Corporate,West,Washington,Technology,Accessories,3,2333.19,0.2,1866.55,19.38,-117.81
ORD-1381,2022-11-18,2022-11-25,Consumer,North,North Dakota,Office Supplies,Paper,14,7933.14,0.15,6743.17,7.46,-1013.71
ORD-1382,2023-07-02,2023-07-08,Home Office,North,Minnesota,Office Supplies,Paper,2,145.0,0.0,145.0,7.54,6.44
ORD-1383,2024-06-13,2024-06-19,Home Office,North,North Dakota,Technology,Accessories,7,1843.64,0.05,1751.46,21.08,256.4
ORD-1384,2024-11-02,2024-11-04,Home Office,North,Minnesota,Office Supplies,Labels,12,8170.53,0.0,8170.53,8.1,2448.73
ORD-1385,2023-04-13,2023-04-19,Home Office,East,New York,Furniture,Storage,7,4622.56,0.0,4622.56,43.34,587.93
ORD-1386,2024-05-05,2024-05-12,Consumer,South,Louisiana,Office Supplies,Envelopes,5,2733.36,0.2,2186.69,7.84,-177.29
ORD-1387,2022-02-19,2022-02-23,Consumer,East,Pennsylvania,Office Supplies,Labels,10,3243.54,0.1,2919.19,8.18,464.62
ORD-1388,2024-06-28,2024-07-02,Home Office,South,Florida,Office Supplies,Pens & Art,9,1141.45,0.0,1141.45,5.13,318.07
ORD-1389,2024-11-15,2024-11-19,Consumer,South,Texas,Technology,Printers,11,4911.35,0.4,2946.81,21.06,-1774.4
ORD-1390,2023-12-05,2023-12-07,Consumer,North,North Dakota,Office Supplies,Labels,11,5825.01,0.0,5825.01,5.4,1745.88
ORD-1391,2023-09-23,2023-09-27,Corporate,South,Georgia,Furniture,Tables,10,1346.3,0.2,1077.04,40.12,-378.23
ORD-1392,2024-11-24,2024-12-01,Consumer,West,Washington,Technology,Accessories,11,3930.93,0.2,3144.74,17.13,-193.82
ORD-1393,2023-11-18,2023-11-22,Corporate,East,New Jersey,Furniture,Tables,2,305.96,0.2,244.77,31.81,-92.76
ORD-1394,2022-10-28,2022-11-02,Home Office,South,Texas,Technology,Accessories,9,4597.44,0.2,3677.95,19.93,-226.66
ORD-1395,2024-08-16,2024-08-22,Consumer,Central,Missouri,Technology,Printers,11,6858.83,0.4,4115.3,17.55,-2474.44
ORD-1396,,2023-02-23,Consumer,East,Connecticut,Furniture,Storage,1,535.2,0.2,428.16,57.74,-81.55
ORD-1397,2024-03-22,2024-03-26,Home Office,South,Florida,Technology,Monitors,14,10845.41,0.15,9218.6,21.82,-1020.59
ORD-1398,2022-04-02,2022-04-07,Consumer,North,Minnesota,Furniture,Desks,11,1950.49,0.4,1170.29,40.81,-573.98
ORD-1399,2024-10-21,2024-10-27,Consumer,North,Minnesota,Office Supplies,Pens & Art,14,3215.71,0.15,2733.35,5.31,189.74
ORD-1400,2022-09-17,2022-09-21,Consumer,Central,Missouri,Furniture,Tables,5,1552.09,0.35,1008.86,44.58,-568.25
ORD-1401,2022-08-15,2022-08-18,Corporate,East,New York,Furniture,Storage,3,586.63,0.1,527.97,48.32,-19.78
ORD-1402,2022-10-22,2022-10-27,Consumer,South,Louisiana,Technology,Accessories,4,1361.89,0.0,1361.89,21.68,293.11
ORD-1403,2023-10-01,2023-10-04,Corporate,West,Washington,Technology,Printers,4,195.47,0.2,156.38,20.06,-56.06
ORD-1404,2022-03-17,2022-03-24,Consumer,Central,Ohio,Office Supplies,Paper,7,3398.47,0.1,3058.62,6.88,-246.75
ORD-1405,2023-12-06,2023-12-12,Consumer,East,Connecticut,Technology,Monitors,4,2667.34,0.1,2400.61,14.4,-100.34
ORD-1406,2024-03-11,2024-03-16,Home Office,South,Georgia,Office Supplies,Labels,15,5564.61,0.1,5008.15,4.49,799.96
ORD-1407,2024-08-22,2024-08-27,Consumer,West,Washington,Technology,Laptops,7,4646.7,0.1,4182.03,13.81,-87.78
ORD-1408,2022-11-16,2022-11-18,Home Office,Central,Colorado,Technology,Printers,11,1290.39,0.2,1032.31,19.4,-336.16
ORD-1409,2023-10-08,2023-10-14,Home Office,West,California,Furniture,Bookcases,13,5115.07,0.2,4092.06,40.61,-544.15
ORD-1410,2022-07-28,2022-07-31,Consumer,Central,Missouri,Furniture,Desks,2,474.73,0.2,379.78,41.41,-88.38
